t,stamp,phone_leena,keys_leena,wallet_leena,laptop_leena,charger_leena,backpack_leena,jacket_leena,headphones_leena,glasses_leena,notebook_leena,pen_leena,water_bottle_leena,lunchbox_leena,mug_leena,mug_shared_1,bowl_leena,plate_leena,pot_shared_1,pan_shared_1,book_leena,remote_shared_1,blanket_leena,yoga_mat_leena,laundry_basket_leena,towel_leena,vacuum_cleaner_shared_1,watering_can_leena,medication_bottle_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena,umbrella_leena
25740,d17 Thu 21:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
25800,d17 Thu 22:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
25860,d17 Thu 23:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
25920,d18 Fri 00:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
25980,d18 Fri 01:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
26040,d18 Fri 02:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
26100,d18 Fri 03:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
26160,d18 Fri 04:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
26220,d18 Fri 05:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
26280,d18 Fri 06:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,bathroom,entry,living,kitchen,bedroom,kitchen,bedroom,entry
26340,d18 Fri 07:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bedroom,kitchen,bedroom,kitchen
26400,d18 Fri 08:00,entry,kitchen,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,bathroom,bedroom,kitchen
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,bathroom,entry,living,bathroom,bathroom,outside,bedroom,outside
26880,d18 Fri 16:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,bedroom,bedroom,entry,living,bathroom,bathroom,kitchen,bedroom,entry
26940,d18 Fri 17:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27000,d18 Fri 18:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27060,d18 Fri 19:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27120,d18 Fri 20:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27180,d18 Fri 21:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27240,d18 Fri 22:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27300,d18 Fri 23:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27360,d19 Sat 00:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27420,d19 Sat 01:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27480,d19 Sat 02:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27540,d19 Sat 03:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27600,d19 Sat 04:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27660,d19 Sat 05:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27720,d19 Sat 06:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27780,d19 Sat 07:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bathroom,kitchen,bedroom,entry
27840,d19 Sat 08:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
27900,d19 Sat 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
27960,d19 Sat 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28020,d19 Sat 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28080,d19 Sat 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28140,d19 Sat 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28200,d19 Sat 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28260,d19 Sat 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28320,d19 Sat 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28380,d19 Sat 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
28440,d19 Sat 18:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
28500,d19 Sat 19:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28560,d19 Sat 20:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28620,d19 Sat 21:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28680,d19 Sat 22:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28740,d19 Sat 23:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28800,d20 Sun 00:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28860,d20 Sun 01:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28920,d20 Sun 02:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
28980,d20 Sun 03:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29040,d20 Sun 04:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29100,d20 Sun 05:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29160,d20 Sun 06:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29220,d20 Sun 07:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29280,d20 Sun 08:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,kitchen,bedroom,bathroom,entry,bedroom,bathroom,bedroom,bathroom,bedroom,entry
29340,d20 Sun 09:00,entry,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,kitchen,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29400,d20 Sun 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
29460,d20 Sun 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
29520,d20 Sun 12:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
29580,d20 Sun 13:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
29640,d20 Sun 14:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
29700,d20 Sun 15:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
29760,d20 Sun 16:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
29820,d20 Sun 17:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
29880,d20 Sun 18:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
29940,d20 Sun 19:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30000,d20 Sun 20:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30060,d20 Sun 21:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30120,d20 Sun 22:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30180,d20 Sun 23:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
